Date;Tweet_ID;Raw Text;Likes;Retweets;is_fire;is_wildland;is_urban;Light Cleaned Text;Advanced Cleaned Text;Hard Cleaned Text
Tue Aug 12 22:36:15 +0000 2025;1,96E+18;;4;0;0;;;Δυστυχώς για να ξυπνήσουμε πρέπει η φωτιά να φτάσει στην αυλή μας...;δυστυχως για να ξυπνησουμε πρεπει η φωτια να φτασει στην αυλη μας...;δυστυχως ξυπνω φωτια φτανω αυλη
Tue Aug 12 22:36:11 +0000 2025;1,96E+18;;6;5;0;;;πυροσβεστική που να επαρκεί δεν υπάρχει, τα καμμένα καταπατούνται/ιδιωτικοποιουνται συστηματικά δεκαετίες και οι ηλίθιοι αναμασουν τις ηλίθιες θεωρίες συνομωσίας τους γιατί πιο εύκολα πιστεύεις σε φανταστικούς εχθρούς πάρα στο ότι απ' τις φωτιές επωφελούνται οι σωτήρες μας;πυροσβεστικη που να επαρκει δεν υπαρχει, τα καμμενα καταπατουνται/ιδιωτικοποιουνται συστηματικα δεκαετιες και οι ηλιθιοι αναμασουν τις ηλιθιες θεωριες συνομωσιας τους γιατι πιο ευκολα πιστευεις σε φανταστικους εχθρους παρα στο οτι απ' τις φωτιες επωφελουνται οι σωτηρες μας;πυροσβεστικος επαρκω υπαρχω καμμενος καταπατουνται ιδιωτικοποιουνται συστηματικα δεκαετια ηλιθιος αναμασω ηλιθιος θεωρια συνομωσια ευκολα πιστευεις φανταστικος εχθρος απο φωτια επωφελουμαι σωτηρας
Tue Aug 12 22:36:08 +0000 2025;1,96E+18;;148;79;1;0;1;Μόλις τώρα ζητούν εκκένωση της Καμπής προς Άρτα. Μετά από το σημερινό θα ξημερώσει μια άλλη χώρα.;μολις τωρα ζητουν εκκενωση της καμπης προς αρτα. μετα απο το σημερινο θα ξημερωσει μια αλλη χωρα.;ζητω εκκενωση καμπη αρτας σημερινος ξημερωζω χωρα
Tue Aug 12 22:35:25 +0000 2025;1,96E+18;;15;10;0;;;"Καίγεται το σύμπαν , που και τι θα κυνηγούν μετά οι κυνηγοί μας;";"καιγεται το συμπαν , που και τι θα κυνηγουν μετα οι κυνηγοι μας;";καιω συμπαν κυνηγω κυνηγος
Tue Aug 12 22:35:20 +0000 2025;1,96E+18;;0;0;0;;;Ψάξε στο YouTube τις φωτιές σε Αμερική κ Καναδά , που έκαιγαν για ένα μήνα συνεχόμενα ... κ αν δεν μπορέσεις να κοιμηθείς , βάλε τη φωτιά στο Μάτι . Να χαρείς το 112 κ το επιτελικό κράτος τότε κ τους 103 ππυ κάηκαν;ψαξε στο youtube τις φωτιες σε αμερικη κ καναδα , που εκαιγαν για ενα μηνα συνεχομενα ... κ αν δεν μπορεσεις να κοιμηθεις , βαλε τη φωτια στο ματι . να χαρεις το 112 κ το επιτελικο κρατος τοτε κ τους 103 ππυ καηκαν;ψαξε youtube φωτια αμερικη κ καναδας εκαιγαν μηνας συνεχομενος κ μπορεσεις κοιμηθεις βαλε φωτια ματι χαρης κ επιτελικος κρατος κ ππυ καηκαν
Tue Aug 12 22:34:50 +0000 2025;1,96E+18;;8;3;0;;;Είναι οι δικοί μου στα Βραχνεικα... ακομα δεν υπάρχει άμεση απειλή στο χωριό στα Βραχνεικα... μονο στο βουλο είναι η φωτιά... για τα Τσουκαλεικα Καμινια κ Αλισσος έχω μάθει από συγγενείς μου οτι υπάρχουν πάρα πολλές ζημιές σε σπίτια...;ειναι οι δικοι μου στα βραχνεικα... ακομα δεν υπαρχει αμεση απειλη στο χωριο στα βραχνεικα... μονο στο βουλο ειναι η φωτια... για τα τσουκαλεικα καμινια κ αλισσος εχω μαθει απο συγγενεις μου οτι υπαρχουν παρα πολλες ζημιες σε σπιτια...;βραχνεικα ακομα υπαρχω αμεσος απειλη χωριο βραχνεικα μονο βουλο φωτια τσουκαλεικα καμινια κ αλισσος μαθει συγγενης οτι υπαρχω ζημια σπιτι
Tue Aug 12 22:34:33 +0000 2025;1,96E+18;;13;2;0;;;Άλλη μια φορά, το νησί που πέρασα 6 μήνες από την ζωή μου καίγεται. Πάλι αυτά τα υπέροχα πράσινα τοπία, που ηρεμούσα το μυαλό μου, στις δύσκολες μέρες, θα καταλήξουν στάχτη. Ξεφτίλες. Ντροπή σας. #Χιος;αλλη μια φορα, το νησι που περασα 6 μηνες απο την ζωη μου καιγεται. παλι αυτα τα υπεροχα πρασινα τοπια, που ηρεμουσα το μυαλο μου, στις δυσκολες μερες, θα καταληξουν σταχτη. ξεφτιλες. ντροπη σας. #χιος;φορα νησι περασα μηνας ζωη καιγω υπεροχα πρασινος τοπια ηρεμουσα μυαλο δυσκολος μερα καταληξουν σταχτη ξεφτιλα ντροπη χιος
Tue Aug 12 22:34:29 +0000 2025;1,96E+18;;4;0;0;;;Δηλαδή με φωτιά δίπλα στο δρόμο και δεν τον κλείσανε? Έγκλημα...;δηλαδη με φωτια διπλα στο δρομο και δεν τον κλεισανε? εγκλημα...;φωτια δρομος κλεισανε εγκλημα
Tue Aug 12 22:34:25 +0000 2025;1,96E+18;;2;1;0;;;Υπέροχα μπράβο #φωτια #φωτιες #πυρκαγιες #Πυρκαγια #Μητσοτακη_γαμιεσαι;υπεροχα μπραβο #φωτια #φωτιες #πυρκαγιες #πυρκαγια #μητσοτακη_γαμιεσαι;υπεροχα μπραβο φωτια φωτια πυρκαγιες πυρκαγια μητσοτακη γαμιεσαι
Tue Aug 12 22:34:21 +0000 2025;1,96E+18;;3;0;0;;;Χρήση «αντι-πυρ» στην Ζάκυνθο για να γλυτώσουν τα σπίτια από την φωτιά Σε μία αντι-δημοφιλή τακτική «πυρόσβεσης» προχώρησαν οι πυροσβέστες στην Λιθακιά της Ζακύνθου όπου η φωτιά μαίνεται επίσης ανεξέλεγκτη.;χρηση «αντι-πυρ» στην ζακυνθο για να γλυτωσουν τα σπιτια απο την φωτια σε μια αντι-δημοφιλη τακτικη «πυροσβεσης» προχωρησαν οι πυροσβεστες στην λιθακια της ζακυνθου οπου η φωτια μαινεται επισης ανεξελεγκτη.;χρηση αντι πυρ ζακυνθο γλυτωζω σπιτι φωτια αντι δημοφιλη τακτικος πυροσβεση προχωρησαν πυροσβεστης λιθακια ζακυνθου φωτια μαινω ανεξελεγκτη
Tue Aug 12 22:33:45 +0000 2025;1,96E+18;;11;5;0;;;#Φωτιες,#αχαιας, #αχαια ΠΡΟΣΟΧΉ Όσες περιοχές είναι συνδεδεμένες με αγωγούς φυσικού αερίου και βρίσκονται κοντά σε φωτιές κινδυνεύουν άμεσα. Η φωτιά θα μεταφερθεί ακαριαία μέσω των αγωγών σε όλα τα σπίτια. Έτσι κάηκε μια ολόκληρη περιοχή στη Νέα Υόρκη. Έχετε το νου σας!;#φωτιες,#αχαιας, #αχαια προσοχη οσες περιοχες ειναι συνδεδεμενες με αγωγους φυσικου αεριου και βρισκονται κοντα σε φωτιες κινδυνευουν αμεσα. η φωτια θα μεταφερθει ακαριαια μεσω των αγωγων σε ολα τα σπιτια. ετσι καηκε μια ολοκληρη περιοχη στη νεα υορκη. εχετε το νου σας!;φωτια αχαιας αχαια προσοχη περιοχη συνδεδεμενος αγωγος φυσικος αεριου βρισκω φωτια κινδυνευω φωτια μεταφερθει ακαριαιος αγωγη σπιτι καηκε ολοκληρος περιοχη νεος υορκη νου
Tue Aug 12 22:33:42 +0000 2025;1,96E+18;;0;0;1;0;0;Καίγεται η Αχαΐα: Δείτε βίντεο από την πύρινη κόλαση στα Συχαινά;καιγεται η αχαια: δειτε βιντεο απο την πυρινη κολαση στα συχαινα;καιω αχαια δειτε βιντεο πυρινη κολαση συχαινα
Tue Aug 12 22:33:40 +0000 2025;1,96E+18;;1;0;0;;;Ναι, το είδα κ αυτό. Συν Αθηνά κ χείρα κίνει... άμα η χέρα είναι παράλυτη... παράτα τα. Μακάρι να πάνε όλα καλά για όλον τον κόσμο, η φωτιά είναι τρομαχτικό πράμα.;ναι, το ειδα κ αυτο. συν αθηνα κ χειρα κινει... αμα η χερα ειναι παραλυτη... παρατα τα. μακαρι να πανε ολα καλα για ολον τον κοσμο, η φωτια ειναι τρομαχτικο πραμα.;ειδα κ αθηνα κ χειρα κινω χερα παραλυτος παρατα πανε κοσμος φωτια τρομαχτικος πραμα
Tue Aug 12 22:33:06 +0000 2025;1,96E+18;;6;0;0;;;Με όλες τις κυβερνήσεις διαχρονικά επικρατεί η ίδια κατάσταση κάθε καλοκαίρι. Η Ελλάδα καίγεται, ο κοσμος χάνεται, περιουσίες καταστρέφονται, το πράσινο η πηγή οξυγόνου μας εξαφανίζεται. Τα λόγια δεν περιγράφουν αυτό που συμβαίνει ξανά… #Φωτιες;με ολες τις κυβερνησεις διαχρονικα επικρατει η ιδια κατασταση καθε καλοκαιρι. η ελλαδα καιγεται, ο κοσμος χανεται, περιουσιες καταστρεφονται, το πρασινο η πηγη οξυγονου μας εξαφανιζεται. τα λογια δεν περιγραφουν αυτο που συμβαινει ξανα… #φωτιες;κυβερνηση διαχρονικα επικρατω κατασταση καλοκαιρι ελλαδα καιγω κοσμος χανω περιουσια καταστρεφομαι πρασινο πηγη οξυγονος εξαφανιζω λογος περιγραφω συμβαινω φωτια
Tue Aug 12 22:33:00 +0000 2025;1,96E+18;;586;190;0;;;-Καίγεται η μισή χώρα. -H Ελληνική Τηλεόραση: #Φωτιες #πυρκαγιες;-καιγεται η μιση χωρα. -h ελληνικη τηλεοραση: #φωτιες #πυρκαγιες;καιγεται ενσης χωρα h ελληνικος τηλεοραση φωτιες πυρκαγια
Tue Aug 12 22:32:52 +0000 2025;1,96E+18;;16;6;0;;;Η φωτιά της Χίου από το Πλωμάρι της Λέσβου. #Χίος;η φωτια της χιου απο το πλωμαρι της λεσβου. #χιος;φωτια χιος πλωμαρι λεσβου χιος
Tue Aug 12 22:32:48 +0000 2025;1,96E+18;;1;0;0;;;Διόρθωση από το Βαρνάβα ξεκίνησε η περσινή φωτιά που έκαψε όλη την Πεντέλη εκτός από την πλευρά της Εκάλης γιατί δεν την άφησαν να πάει προς τα εκεί και μπήκε στο Χαλάνδρι . Μητσοτάκης πάντα επιτυχίες.;διορθωση απο το βαρναβα ξεκινησε η περσινη φωτια που εκαψε ολη την πεντελη εκτος απο την πλευρα της εκαλης γιατι δεν την αφησαν να παει προς τα εκει και μπηκε στο χαλανδρι . μητσοτακης παντα επιτυχιες.;διορθωση βαρναβας ξεκινω περσινος φωτια εκαψε πεντελη πλευρα εκαλη αφω παει μπηκε χαλανδρι μητσοτακης επιτυχια
Tue Aug 12 22:32:25 +0000 2025;1,96E+18;;2;0;0;;;Έχει δήμαρχο τον Μπέο, που είναι φωτιά από μόνος του...;εχει δημαρχο τον μπεο, που ειναι φωτια απο μονος του...;δημαρχος μπεος φωτια
Tue Aug 12 22:32:23 +0000 2025;1,96E+18;;0;0;0;;;Όλη η Ήπειρος καίγεται απόψε!;ολη η ηπειρος καιγεται αποψε!;ηπειρος καιγω
Tue Aug 12 22:31:58 +0000 2025;1,96E+18;;86;81;1;1;1;Συναγερμός σε όλη τη χώρα / Ενεργά μέτωπα φωτιάς 13/8/2025 01:30 #Αχαΐα (Πάτρα) – Κάτω Αχαΐα, Καμίνια, Τσουκαλέικα, Βραχναίικα, ΒΙ.ΠΕ., Περιστέρα. 112 για εκκένωση Κάτω Αχαΐας (7.500 άτομα) – θαλάσσια ετοιμότητα Λιμενικού. #Συχαινά, Πάτρα – Νέα φωτιά σε εξέλιξη.;συναγερμος σε ολη τη χωρα / ενεργα μετωπα φωτιας 13/8/2025 01:30 #αχαια (πατρα) – κατω αχαια, καμινια, τσουκαλεικα, βραχναιικα, βι.πε., περιστερα. 112 για εκκενωση κατω αχαιας (7.500 ατομα) – θαλασσια ετοιμοτητα λιμενικου. #συχαινα, πατρα – νεα φωτια σε εξελιξη.;συναγερμος χωρα ενεργα μετωπο φωτια αχαια πατρα αχαια καμινια τσουκαλεικα βραχναιικα βι πε περιστερα εκκενωση αχαιας ατομο θαλασσιος ετοιμοτητα λιμενικος συχαινα πατρα νεος φωτια εξελιξη
Tue Aug 12 22:31:52 +0000 2025;1,96E+18;;3;0;0;;;ΤΗΣ ΠΟΥΤ... ΚΑΊΓΕΤΑΙ ΌΛΗ Η ΧΏΡΑ ...;της πουτ... καιγεται ολη η χωρα ...;πουτ καιγεται χωρα
Tue Aug 12 22:31:45 +0000 2025;1,96E+18;;2;0;0;;;Ton Aη-Γιώργη πολύ χυμαδιό τον βλέπω ...Μέχρι και το εκκλησάκι του βαρέθηκε να σώσει... #φωτιά #Φωτιες;ton aη-γιωργη πολυ χυμαδιο τον βλεπω ...μεχρι και το εκκλησακι του βαρεθηκε να σωσει... #φωτια #φωτιες;ton a η γιωργη χυμαδιο βλεπω εκκλησακι βαρεθηκε σωσει φωτια φωτια
Tue Aug 12 22:31:23 +0000 2025;1,96E+18;;24;3;0;;;Ειναι ντροπή να μην υπάρχει ζωντανή ενημέρωση. Καίγεται η μιση Ελλάδα, εκκενωνουν τα σπίτια τους χιλιάδες άνθρωποι!Ντροπή!#πυρκαγιες;ειναι ντροπη να μην υπαρχει ζωντανη ενημερωση. καιγεται η μιση ελλαδα, εκκενωνουν τα σπιτια τους χιλιαδες ανθρωποι!ντροπη!#πυρκαγιες;ειναι ντροπη υπαρχω ζωντανος ενημερωση καιγεται μιση ελλαδα εκκενωνω σπιτι χιλιαδα ανθρωποι ντροπη πυρκαγιος
Tue Aug 12 22:30:36 +0000 2025;1,96E+18;;0;1;0;;;"Εγραψε ο Αδωνις ""Δυσκολη νύχτα"" λες τον ριξαμε σε πισσα και βάλαμε φωτιά #Φωτιες #πυρκαγιες";"εγραψε ο αδωνις ""δυσκολη νυχτα"" λες τον ριξαμε σε πισσα και βαλαμε φωτια #φωτιες #πυρκαγιες";εγραψε αδωνις δυσκολη νυχτα λες ριξαμε πισσα βαλαμε φωτια φωτια πυρκαγια
Tue Aug 12 22:30:36 +0000 2025;1,96E+18;;35;2;0;;;Φαντάσου τι δυναμική έχει η πυρκαγιά στο Μεσολόγγι,στην περιοχή Στάμνα που κατάφερε να περάσει τον Αχελώο!;φαντασου τι δυναμικη εχει η πυρκαγια στο μεσολογγι,στην περιοχη σταμνα που καταφερε να περασει τον αχελωο!;φαντασου δυναμικος πυρκαγια μεσολογγι περιοχη σταμνα καταφερε περνω αχελωος
Tue Aug 12 22:30:32 +0000 2025;1,96E+18;;4;1;0;;;Αν μιλήσω τώρα θα εκφραστώ πολύ άσχημα δημόσια. Λίγο πριν εγκατέλειψαν οι γονείς μου το σπίτι τους και η φωτιά πλησιάζει προς τα κει.;αν μιλησω τωρα θα εκφραστω πολυ ασχημα δημοσια. λιγο πριν εγκατελειψαν οι γονεις μου το σπιτι τους και η φωτια πλησιαζει προς τα κει.;μιλω εκφραστω ασχημα δημοσιος εγκατελειψαν γονεις σπιτι φωτια πλησιαζω κει
Tue Aug 12 22:30:23 +0000 2025;1,96E+18;;3;0;0;;;Ω, τι κόσμος χάνεται... Νέρωνας, 64μ.Χ #πυρκαγιες #Πυρκαγιά #Φωτιες #Φωτιά #αχαια #Αιτωλοακαρνανια #Χιο #πυροσβέστες #κυβερνηση_Μητσοτακη #νδ_ξεφτίλες #Μητσοτακης #Ελλάδα;ω, τι κοσμος χανεται... νερωνας, 64μ.χ #πυρκαγιες #πυρκαγια #φωτιες #φωτια #αχαια #αιτωλοακαρνανια #χιο #πυροσβεστες #κυβερνηση_μητσοτακη #νδ_ξεφτιλες #μητσοτακης #ελλαδα;κοσμος χανομαι νερωνας μ χ πυρκαγιες πυρκαγια φωτιες φωτια αχαια αιτωλοακαρνανια χιο πυροσβεστης κυβερνηση μητσοτακη νδ ξεφτιλες μητσοτακης ελλαδα
Tue Aug 12 22:30:03 +0000 2025;1,96E+18;;1;0;0;;;Ρε αδερφέ η Ελλάδα καίγεται ας είναι κάποια αλλη μετά η βόμβα! Με αγάπη πάντα !;ρε αδερφε η ελλαδα καιγεται ας ειναι καποια αλλη μετα η βομβα! με αγαπη παντα !;ρε αδερφε ελλαδα καιγω αλλη βομβα αγαπη
Tue Aug 12 22:29:58 +0000 2025;1,96E+18;;0;0;0;;;Φωτιά στη Πάτρα λέει, αν κινδυνεύουν τα κορίτσια να πάμε να τα σώσουμε.;φωτια στη πατρα λεει, αν κινδυνευουν τα κοριτσια να παμε να τα σωσουμε.;φωτια πατρα λεει κινδυνευω κοριτσι παμε σωσουμε
Tue Aug 12 22:29:58 +0000 2025;1,96E+18;;5;1;0;;;"Τόσα χρόνια δεν πέρασε ΠΟΤΕ από το νου μου πως θα μπορούσαν να καούν τα Βραχνέικα από φωτιά που ξέσπασε κοντά στον Άγιο Στέφανο. Πώς καταντήσαμε έτσι; Δεν έχω λόγια.";"τοσα χρονια δεν περασε ποτε απο το νου μου πως θα μπορουσαν να καουν τα βραχνεικα απο φωτια που ξεσπασε κοντα στον αγιο στεφανο. πως καταντησαμε ετσι; δεν εχω λογια.";χρονος περασε ποτε νους μπορω καουν βραχνεικα φωτια ξεσπασε αγιος στεφανος καταντηνω λογος
Tue Aug 12 22:29:27 +0000 2025;1,96E+18;;0;0;1;0;1;EMERGENCY Η φωτιά κατευθύνεται προς τα #Βραχναίικα Αχαΐας. Πύρινη κόλαση στην Πάτρα, συνεχόμενες εκκενώσεις, έτοιμα και τα σκάφη του Λιμενικού για εκκένωση απο τη θάλασσα.;emergency η φωτια κατευθυνεται προς τα #βραχναιικα αχαιας. πυρινη κολαση στην πατρα, συνεχομενες εκκενωσεις, ετοιμα και τα σκαφη του λιμενικου για εκκενωση απο τη θαλασσα.;emergency φωτια κατευθυνω βραχναιικα αχαια πυρινη κολαση πατρα συνεχομενος εκκενωσεις ετοιμα σκαφος λιμενικου εκκενωση απο θαλασσα
Tue Aug 12 22:29:24 +0000 2025;1,96E+18;;6;0;0;;;Ξυπνάς κάποια μοσχάρια και αποσπας από γραφεία, υπηρεσίες ξηράς, απαξιας πτήσεων, ελαφράς υπηρεσίας και οπως αλλιώς λέγεται και τους στέλνεις να βοηθήσουν. Όχι στη φωτιά, για να μη φρικαρουν τα μωρά. Να βοηθήσουν!;ξυπνας καποια μοσχαρια και αποσπας απο γραφεια, υπηρεσιες ξηρας, απαξιας πτησεων, ελαφρας υπηρεσιας και οπως αλλιως λεγεται και τους στελνεις να βοηθησουν. οχι στη φωτια, για να μη φρικαρουν τα μωρα. να βοηθησουν!;ξυπνα μοσχαριο αποσπας γραφειο υπηρεσια ξηρας απαξιας πτησεων ελαφραςς υπηρεσια οπως λεγω στελνεις βοηθω φωτια φρικαρον μωρα βοηθω
Tue Aug 12 22:29:19 +0000 2025;1,96E+18;;2;0;0;;;Φοβάμαι γιατί εγώ μένω μέσα στην πόλη αλλά το σπίτι μου που μένει η μαμά μου είναι σε χωριό μέσα σε δάσος.Δεν είναι εκεί η φωτιά αλλά δεν είναι σήμερα.Αυριο? Του χρόνου? Δεν έχω άλλο σπίτι.;φοβαμαι γιατι εγω μενω μεσα στην πολη αλλα το σπιτι μου που μενει η μαμα μου ειναι σε χωριο μεσα σε δασος.δεν ειναι εκει η φωτια αλλα δεν ειναι σημερα.αυριο? του χρονου? δεν εχω αλλο σπιτι.;φοβαμαι μενω πολη σπιτι μενω μαμα χωριο δασος φωτια σημερα αυριο χρονος σπιτι
Tue Aug 12 22:28:33 +0000 2025;1,96E+18;;10;0;0;;;Η αρχική μεγάλη εστία ναι... νέες εστίες εμφανίζονται και λογο ζώων που τρέχουν έχοντας παρει φωτιά και πολλούς άλλους λόγους πυρακτωμένα κουκουνάρια πετάγονται εκατό μέτρα μακριά...και πολλά άλλα αντίστοιχα μπορουν να συμβούν. Και εμπρησμοί φυσικά αρκει να αποδειχθεί;η αρχικη μεγαλη εστια ναι... νεες εστιες εμφανιζονται και λογο ζωων που τρεχουν εχοντας παρει φωτια και πολλους αλλους λογους πυρακτωμενα κουκουναρια πεταγονται εκατο μετρα μακρια...και πολλα αλλα αντιστοιχα μπορουν να συμβουν. και εμπρησμοι φυσικα αρκει να αποδειχθει;αρχικος μεγαλος εστια νεος εστια εμφανιζω λογος ζωο τρεχω παρω φωτια λογος πυρακτωμενα κουκουναριο πεταγω εκατο μετρο μακρια αντιστοιχος μπορω συμβουν εμπρησμος φυσικα αρκει αποδειχθει
Tue Aug 12 22:28:31 +0000 2025;1,96E+18;;0;0;1;0;1;Απίστευτες εικόνες στην φωτιά της Πάτρας. Εκκενωνεται η Κάτω Αχαγιά, επιχείρηση μετακίνησης 7.500 μονίμων κατοίκων προς Πύργο Ηλειας. Εκκένωση του Κέντρου Υγείας Κάτω Αχαΐας.;απιστευτες εικονες στην φωτια της πατρας. εκκενωνεται η κατω αχαγια, επιχειρηση μετακινησης 7.500 μονιμων κατοικων προς πυργο ηλειας. εκκενωση του κεντρου υγειας κατω αχαιας.;απιστευτες εικονα φωτια πατρα εκκενωνεται αχαγια επιχειρηση μετακινηση μονιμων κατοικων πυργο ηλεια εκκενωση κεντρου υγεια αχαιαςς
Tue Aug 12 22:28:08 +0000 2025;1,96E+18;;0;0;1;0;1;Φωτιά στην Πρέβεζα: Μαίνεται ο πύρινος όλεθρος που ξεκίνησε από τον Άγιο Γεώργιο;φωτια στην πρεβεζα: μαινεται ο πυρινος ολεθρος που ξεκινησε απο τον αγιο γεωργιο;φωτια πρεβεζα μαινω πυρινος ολεθρος ξεκινω αγιος γεωργιος
Tue Aug 12 22:28:04 +0000 2025;1,96E+18;;2;0;0;;;Τώρα μόλις έκοψε το open,έμεινε η ΕΡΤ,η φωτιά δεν λέει να σβήσει όμως!;τωρα μολις εκοψε το open,εμεινε η ερτ,η φωτια δεν λεει να σβησει ομως!;εκοψε open εμεινε ερτ φωτια λεει σβηω
Tue Aug 12 22:27:31 +0000 2025;1,96E+18;;9;1;0;;;Και δυστυχώς πάλι εκκένωση πριν λίγο για το χωριό του πατέρα μου. Προφανώς απειλείται ξανά το μέρος του χωριού που τη γλίτωσε το πρωί και το μεσημέρι;και δυστυχως παλι εκκενωση πριν λιγο για το χωριο του πατερα μου. προφανως απειλειται ξανα το μερος του χωριου που τη γλιτωσε το πρωι και το μεσημερι;δυστυχως εκκενωση χωριο πατερας προφανως απειλειται μερος χωριο γλιτωσε πρωι μεσημερι
Tue Aug 12 22:27:27 +0000 2025;1,96E+18;;2;0;1;0;1;Χίος: Η πυρκαγιά έφθασε στην Αγία Μαρκέλλα;χιος: η πυρκαγια εφθασε στην αγια μαρκελλα;χιος πυρκαγια φθανω αγια μαρκελλα
Tue Aug 12 22:27:23 +0000 2025;1,96E+18;;0;0;0;;;"Έχουμε κανα νεότερο στατιστικό για τις ενάρξεις πυρκαγιών , τις καμένες εκτάσεις και τα καμένα δάση; #φωτιά";"εχουμε κανα νεοτερο στατιστικο για τις εναρξεις πυρκαγιων , τις καμενες εκτασεις και τα καμενα δαση; #φωτια";κανα νεοτερο στατιστικος εναρξεις πυρκαγιων καμενος εκτασεις καμενος δασος φωτια
Tue Aug 12 22:27:22 +0000 2025;1,96E+18;;10;2;0;;;Η φωτιά στα Συχαινά δεν είναι ίδια με τη φωτιά στη δυτική Αχαία. Τα Συχαινά είναι προάστιο της Πάτρας. Είναι πρόσφατη αυτή. Στη δυτική Αχαία (κάτω αχαγια) εξελίσσεται υποτίθεται η εκκένωση 8.000 κατοίκων. Κανείς δεν ξέρει σε τι φάση βρίσκεται και τι συμβαίνει.;η φωτια στα συχαινα δεν ειναι ιδια με τη φωτια στη δυτικη αχαια. τα συχαινα ειναι προαστιο της πατρας. ειναι προσφατη αυτη. στη δυτικη αχαια (κατω αχαγια) εξελισσεται υποτιθεται η εκκενωση 8.000 κατοικων. κανεις δεν ξερει σε τι φαση βρισκεται και τι συμβαινει.;φωτια συχαινα φωτια δυτικος αχαια συχαινο προαστιο πατρα προσφατος δυτικος αχαια αχαγια εξελισσω υποτιθεται εκκενωση κατοικων ξερω φαση βρισκω συμβαινω
Tue Aug 12 22:27:21 +0000 2025;1,96E+18;;96;71;1;0;1;Νέα #πυρκαγιά στην Ιόνια οδό, στο ύψος της #Κλεισούρας. Πηγή:Epirusgate;νεα #πυρκαγια στην ιονια οδο, στο υψος της #κλεισουρας. πηγη:epirusgate;νεος πυρκαγια ιονια οδος υψος κλεισουρα πηγη epirusgate
Tue Aug 12 22:27:15 +0000 2025;1,96E+18;;12;2;0;;;Πηγε ο άλλος με 8 μποφόρ και άναψε φωτιά στα μελίσσια του και τώρα καίγεται η Ήπειρος;πηγε ο αλλος με 8 μποφορ και αναψε φωτια στα μελισσια του και τωρα καιγεται η ηπειρος;πηγε μποφορ αναψε φωτια μελισσια καιω ηπειρος
Tue Aug 12 22:27:00 +0000 2025;1,96E+18;;7;1;0;;;Πέρσι η #Φωτιά ξεκίνησε απο Παρνηθα έκαψε την υπόλοιπη Πεντέλη που δεν είχε καεί και μπήκε μέσα στο Χαλάνδρι Σήμερα ξεκίνησε απο 3 σημεία γύρω απο #πατρα και πάει να μπει μέσα στον αστικό ιστό Φύγετε απο #πατρα με τους μλκες που έχουμε μπλέξει θα φτάσει στην Αγ. Γεωργίου #Συχαινα;περσι η #φωτια ξεκινησε απο παρνηθα εκαψε την υπολοιπη πεντελη που δεν ειχε καει και μπηκε μεσα στο χαλανδρι σημερα ξεκινησε απο 3 σημεια γυρω απο #πατρα και παει να μπει μεσα στον αστικο ιστο φυγετε απο #πατρα με τους μλκες που εχουμε μπλεξει θα φτασει στην αγ. γεωργιου #συχαινα;φωτια ξεκινω απο παρνηθα εκαψε υπολοιπος πεντελη καει μπηκε χαλανδρι σημερα ξεκινω απο σημειο απο πατρα παει μπει αστικος ιστος φυγετε απο πατρα μλκες μπλεσσω φτασει αγ γεωργιος συχαινα
Tue Aug 12 22:26:59 +0000 2025;1,96E+18;;5;1;0;;;"Ναι κύριε μου αλλά είδατε τα έσοδα της; Τι εννοείται πως σας επηρεάζει; Δεν χαίρεστε που έγινε κερδοφόρα; #φωτια";"ναι κυριε μου αλλα ειδατε τα εσοδα της; τι εννοειται πως σας επηρεαζει; δεν χαιρεστε που εγινε κερδοφορα; #φωτια";κυριος ειδατε εσοδο εννοειται επηρεαζω χαιρεστε κερδοφορος φωτια
Tue Aug 12 22:26:59 +0000 2025;1,96E+18;;0;0;0;;;Ναι έχει πολύ κόσμο, έχει πυροσβεστική κλπ πάνω καιραιες τώρα;ναι εχει πολυ κοσμο, εχει πυροσβεστικη κλπ πανω καιραιες τωρα;κοσμος πυροσβεστικος καιραια
Tue Aug 12 22:26:48 +0000 2025;1,96E+18;;6;1;0;;;Τις πυρκαγιές τις προλαμβάνεις, δεν τις πολεμάς γιατί θα σε κάψουν. Η πρόληψη γίνεται μισό χρόνο πριν. Ζούμε σε μια πολύ μικρή χώρα που ο σχεδιασμός αντιπυρικών ζωνών και η ύπαρξη υδροδότησης σε αυτές θα έβαζε τέλος σε αυτό τον εφιάλτη. #Φωτια #Πυρκαγια #Χιος #Αχαγια #Πρεβεζας;τις πυρκαγιες τις προλαμβανεις, δεν τις πολεμας γιατι θα σε καψουν. η προληψη γινεται μισο χρονο πριν. ζουμε σε μια πολυ μικρη χωρα που ο σχεδιασμος αντιπυρικων ζωνων και η υπαρξη υδροδοτησης σε αυτες θα εβαζε τελος σε αυτο τον εφιαλτη. #φωτια #πυρκαγια #χιος #αχαγια #πρεβεζας;πυρκαγιες προλαμβανεις πολεμας καψουν προληψη γινομαι μισος χρονος ζουμε μικρος χωρα σχεδιασμος αντιπυρικος ζωνων υπαρξη υδροδοτηση εβαζε τελος εφιαλτης φωτια πυρκαγια χιος αχαγια πρεβεζα
